"키","적용지역","상위지역","하위지역","상태","위도","경도","표시주소","조회문구"
"대전|대덕구|목상동","대전","대덕구","목상동","OK","36.4399930 36.4457056","127.4026968 127.4140922","목상동, 대덕구, 대전광역시, 대한민국 목상동, 대덕구, 대전광역시, 34321, 대한민국","목상동 대전광역시 대덕구"
"대전|대덕구|법동","대전","대덕구","법동","NOT_FOUND","","","","대전광역시 대덕구 법동 대한민국"
"대전|대덕구|비래동","대전","대덕구","비래동","NOT_FOUND","","","","대전광역시 대덕구 비래동 대한민국"
"대전|대덕구|석봉동","대전","대덕구","석봉동","NOT_FOUND","","","","대전광역시 대덕구 석봉동 대한민국"
"대전|대덕구|송촌동","대전","대덕구","송촌동","NOT_FOUND","","","","대전광역시 대덕구 송촌동 대한민국"
"대전|대덕구|신탄진동","대전","대덕구","신탄진동","NOT_FOUND","","","","대전광역시 대덕구 신탄진동 대한민국"
"대전|대덕구|오정동","대전","대덕구","오정동","NOT_FOUND","","","","대전광역시 대덕구 오정동 대한민국"
"대전|대덕구|중리동","대전","대덕구","중리동","NOT_FOUND","","","","대전광역시 대덕구 중리동 대한민국"
"대전|대덕구|회덕동","대전","대덕구","회덕동","OK","36.3974585","127.4334764","회덕동, 대덕구, 대전광역시, 대한민국","회덕동 대전광역시 대덕구"
"대전|동구|가양동","대전","동구","가양동","OK","36.3449889 36.3451769","127.4491231 127.4453443","가양동, 동구, 대전광역시, 대한민국 가양동, 가양1동, 동구, 대전광역시, 34575, 대한민국","가양동 대전광역시 동구"
"대전|동구|대동","대전","동구","대동","NOT_FOUND","","","","대전광역시 동구 대동 대한민국"
"대전|동구|대청동","대전","동구","대청동","NOT_FOUND","","","","대전광역시 동구 대청동 대한민국"
"대전|동구|산내동","대전","동구","산내동","OK","36.2494050","127.4625913","산내동, 동구, 대전광역시, 대한민국","산내동 대전광역시 동구"
"대전|동구|삼성동","대전","동구","삼성동","OK","36.3427220","127.4203820","대전광역시 동구보건소, 현암로, 삼성동, 동구, 대전광역시, 34570, 대한민국","대전광역시 동구 삼성동 대한민국"
"대전|동구|성남동","대전","동구","성남동","NOT_FOUND","","","","대전광역시 동구 성남동 대한민국"
"대전|동구|신인동","대전","동구","신인동","NOT_FOUND","","","","대전광역시 동구 신인동 대한민국"
"대전|동구|용운동","대전","동구","용운동","NOT_FOUND","","","","대전광역시 동구 용운동 대한민국"
"대전|동구|용전동","대전","동구","용전동","NOT_FOUND","","","","대전광역시 동구 용전동 대한민국"
"대전|동구|자양동","대전","동구","자양동","NOT_FOUND","","","","대전광역시 동구 자양동 대한민국"
"대전|동구|중앙동","대전","동구","중앙동","NOT_FOUND","","","","대전광역시 동구 중앙동 대한민국"
"대전|동구|판암동","대전","동구","판암동","NOT_FOUND","","","","대전광역시 동구 판암동 대한민국"
"대전|동구|홍도동","대전","동구","홍도동","NOT_FOUND","","","","대전광역시 동구 홍도동 대한민국"
"대전|동구|효동","대전","동구","효동","NOT_FOUND","","","","대전광역시 동구 효동 대한민국"
"대전|서구|가수원동","대전","서구","가수원동","NOT_FOUND","","","","대전광역시 서구 가수원동 대한민국"
"대전|서구|가장동","대전","서구","가장동","NOT_FOUND","","","","대전광역시 서구 가장동 대한민국"
"대전|서구|갈마동","대전","서구","갈마동","OK","36.3482829 36.3484683","127.3718538 127.3695980","갈마동, 갈마1동, 서구, 대전광역시, 35272, 대한민국 갈마동, 서구, 대전광역시, 대한민국","갈마동 대전광역시 서구"
"대전|서구|관저동","대전","서구","관저동","NOT_FOUND","","","","대전광역시 서구 관저동 대한민국"
"대전|서구|괴정동","대전","서구","괴정동","NOT_FOUND","","","","대전광역시 서구 괴정동 대한민국"
"대전|서구|기성동","대전","서구","기성동","OK","36.1832750","127.3338027","대전광역시 극남점, 장안로, 기성동, 서구, 대전광역시, 32704, 대한민국","대전광역시 서구 기성동 대한민국"
"대전|서구|내동","대전","서구","내동","NOT_FOUND","","","","대전광역시 서구 내동 대한민국"
"대전|서구|도마동","대전","서구","도마동","NOT_FOUND","","","","대전광역시 서구 도마동 대한민국"
"대전|서구|도안동","대전","서구","도안동","OK","36.3182343 36.3211050","127.3477242 127.3486420","도안동, 서구, 대전광역시, 대한민국 도안동, 서구, 대전광역시, 35355, 대한민국","도안동 대전광역시 서구"
"대전|서구|둔산동","대전","서구","둔산동","NOT_FOUND","","","","대전광역시 서구 둔산동 대한민국"
"대전|서구|만년동","대전","서구","만년동","OK","36.3682266","127.3829954","만년동, 서구, 대전광역시, 대한민국","만년동 대전광역시 서구"
"대전|서구|변동","대전","서구","변동","NOT_FOUND","","","","대전광역시 서구 변동 대한민국"
"대전|서구|복수동","대전","서구","복수동","OK","36.3085554","127.3720479","대전광역시 건설관리본부, 11, 복수북로, 복수동, 서구, 대전광역시, 35403, 대한민국","대전광역시 서구 복수동 대한민국"
"대전|서구|용문동","대전","서구","용문동","OK","36.3366420","127.3948613","용문동, 서구, 대전광역시, 대한민국","용문동 대전광역시 서구"
"대전|서구|월평동","대전","서구","월평동","OK","36.3514451 36.3462218","127.3571242 127.3564624","월평동, 월평1동, 서구, 대전광역시, 35226, 대한민국 월평동, 서구, 대전광역시, 대한민국","월평동 대전광역시 서구"
"대전|서구|정림동","대전","서구","정림동","OK","36.3085554","127.3720479","대전광역시 건설관리본부, 11, 복수북로, 복수동, 서구, 대전광역시, 35403, 대한민국","대전광역시 서구 정림동 대한민국"
"대전|서구|탄방동","대전","서구","탄방동","NOT_FOUND","","","","대전광역시 서구 탄방동 대한민국"
"대전|유성구|관평동","대전","유성구","관평동","NOT_FOUND","","","","대전광역시 유성구 관평동 대한민국"
"대전|유성구|구즉동","대전","유성구","구즉동","OK","36.4603590","127.3789720","구즉동, 유성구, 대전광역시, 대한민국","구즉동 대전광역시 유성구"
"대전|유성구|노은동","대전","유성구","노은동","NOT_FOUND","","","","대전광역시 유성구 노은동 대한민국"
"대전|유성구|상대동","대전","유성구","상대동","NOT_FOUND","","","","대전광역시 유성구 상대동 대한민국"
"대전|유성구|신성동","대전","유성구","신성동","OK","36.4019030","127.3672725","대전광역시 인재개발원, 방현동, 신성동, 유성구, 대전광역시, 대한민국","대전광역시 유성구 신성동 대한민국"
"대전|유성구|온천동","대전","유성구","온천동","OK","36.3557137 36.3571427","127.3517606 127.3512692","온천동로, 봉명동, 온천1동, 유성구, 대전광역시, 34184, 대한민국 온천동로65번길, 봉명동, 온천1동, 유성구, 대전광역시, 34184, 대한민국","온천동 대전광역시 유성구"
"대전|유성구|원신흥동","대전","유성구","원신흥동","NOT_FOUND","","","","대전광역시 유성구 원신흥동 대한민국"
"대전|유성구|전민동","대전","유성구","전민동","NOT_FOUND","","","","대전광역시 유성구 전민동 대한민국"
"대전|유성구|진잠동","대전","유성구","진잠동","OK","36.2989248","127.2917947","진잠동, 유성구, 대전광역시, 대한민국","진잠동 대전광역시 유성구"
"대전|유성구|학하동","대전","유성구","학하동","NOT_FOUND","","","","대전광역시 유성구 학하동 대한민국"
"대전|중구|대사동","대전","중구","대사동","NOT_FOUND","","","","대전광역시 중구 대사동 대한민국"
"대전|중구|대흥동","대전","중구","대흥동","OK","36.3205158","127.4211951","대전광역시 노인복지관, 테미로44번안길, 대흥동, 중구, 대전광역시, 34917, 대한민국","대전광역시 중구 대흥동 대한민국"
"대전|중구|목동","대전","중구","목동","OK","36.3341817","127.4091513","목동, 중구, 대전광역시, 대한민국","목동 대전광역시 중구"
"대전|중구|문창동","대전","중구","문창동","NOT_FOUND","","","","대전광역시 중구 문창동 대한민국"
"대전|중구|문화동","대전","중구","문화동","NOT_FOUND","","","","대전광역시 중구 문화동 대한민국"
"대전|중구|부사동","대전","중구","부사동","NOT_FOUND","","","","대전광역시 중구 부사동 대한민국"
"대전|중구|산성동","대전","중구","산성동","OK","36.3079220","127.3950370","대전광역시 중구보건소, 산성로57번길, 산성동, 중구, 대전광역시, 34989, 대한민국","대전광역시 중구 산성동 대한민국"
"대전|중구|석교동","대전","중구","석교동","OK","36.3019489 36.3072976","127.4414609 127.4391865","석교동, 중구, 대전광역시, 대한민국 석교동, 중구, 대전광역시, 35035, 대한민국","석교동 대전광역시 중구"
"대전|중구|오류동","대전","중구","오류동","NOT_FOUND","","","","대전광역시 중구 오류동 대한민국"
"대전|중구|용두동","대전","중구","용두동","NOT_FOUND","","","","대전광역시 중구 용두동 대한민국"
"대전|중구|유천동","대전","중구","유천동","OK","36.3172581 36.3170000","127.3974772 127.3952322","유천동, 중구, 대전광역시, 대한민국 유천동, 유천1동, 중구, 대전광역시, 34975, 대한민국","유천동 대전광역시 중구"
"대전|중구|은행선화동","대전","중구","은행선화동","OK","36.3312416","127.4206883","은행선화동, 중구, 대전광역시, 대한민국","은행선화동 대전광역시 중구"
"대전|중구|중촌동","대전","중구","중촌동","NOT_FOUND","","","","대전광역시 중구 중촌동 대한민국"
"대전|중구|태평동","대전","중구","태평동","NOT_FOUND","","","","대전광역시 중구 태평동 대한민국"
"익산|익산|금마면","익산","익산","금마면","NOT_FOUND","","","","전라북도 익산시 금마면 대한민국"
"익산|익산|남중동","익산","익산","남중동","OK","35.9492108","126.9565269","남중동, 익산시, 전북특별자치도, 54623, 대한민국","남중동 익산시"
"익산|익산|낭산면","익산","익산","낭산면","NOT_FOUND","","","","전라북도 익산시 낭산면 대한민국"
"익산|익산|동산동","익산","익산","동산동","OK","35.9262035 36.1015110","126.9645832 126.8891496","동산동, 익산시, 전북특별자치도, 54679, 대한민국 동산동, 웅포면, 익산시, 전북특별자치도, 33214, 대한민국","동산동 익산시"
"익산|익산|마동","익산","익산","마동","NOT_FOUND","","","","전라북도 익산시 마동 대한민국"
"익산|익산|망성면","익산","익산","망성면","NOT_FOUND","","","","전라북도 익산시 망성면 대한민국"
"익산|익산|모현동","익산","익산","모현동","NOT_FOUND","","","","전라북도 익산시 모현동 대한민국"
"익산|익산|삼기면","익산","익산","삼기면","OK","36.0200398","126.9912718","삼기면, 익산시, 전북특별자치도, 54527, 대한민국","삼기면 익산시"
"익산|익산|삼성동","익산","익산","삼성동","OK","35.9626953","126.9894557","삼성동 행정복지센터, 125, 부송로, 부송동, 익산시, 전북특별자치도, 54554, 대한민국","행정복지센터 삼성동 익산시"
"익산|익산|성당면","익산","익산","성당면","NOT_FOUND","","","","전라북도 익산시 성당면 대한민국"
"익산|익산|송학동","익산","익산","송학동","NOT_FOUND","","","","전라북도 익산시 송학동 대한민국"
"익산|익산|신동","익산","익산","신동","OK","35.9325022","127.0234321","전라북도 유아교육진흥원, 석암로, 춘포면, 익산시, 전북특별자치도, 54582, 대한민국","전라북도 익산시 신동 대한민국"
"익산|익산|어양동","익산","익산","어양동","NOT_FOUND","","","","전라북도 익산시 어양동 대한민국"
"익산|익산|여산면","익산","익산","여산면","NOT_FOUND","","","","전라북도 익산시 여산면 대한민국"
"익산|익산|영등동","익산","익산","영등동","OK","35.9582294","126.9737572","영등동, 익산시, 전북특별자치도, 54546, 대한민국","영등동 익산시"
"익산|익산|오산면","익산","익산","오산면","OK","35.9372620","126.8986363","오산면, 익산시, 전북특별자치도, 54670, 대한민국","오산면 익산시"
"익산|익산|왕궁면","익산","익산","왕궁면","OK","35.9745845","127.0840967","왕궁면, 익산시, 전북특별자치도, 54576, 대한민국","왕궁면 익산시"
"익산|익산|용동면","익산","익산","용동면","NOT_FOUND","","","","전라북도 익산시 용동면 대한민국"
"익산|익산|용안면","익산","익산","용안면","NOT_FOUND","","","","전라북도 익산시 용안면 대한민국"
"익산|익산|웅포면","익산","익산","웅포면","NOT_FOUND","","","","전라북도 익산시 웅포면 대한민국"
"익산|익산|인화동","익산","익산","인화동","NOT_FOUND","","","","전라북도 익산시 인화동 대한민국"
"익산|익산|중앙동","익산","익산","중앙동","NOT_FOUND","","","","전라북도 익산시 중앙동 대한민국"
"익산|익산|춘포면","익산","익산","춘포면","OK","35.9325022","127.0234321","전라북도 유아교육진흥원, 석암로, 춘포면, 익산시, 전북특별자치도, 54582, 대한민국","전라북도 익산시 춘포면 대한민국"
"익산|익산|팔봉동","익산","익산","팔봉동","NOT_FOUND","","","","전라북도 익산시 팔봉동 대한민국"
"익산|익산|평화동","익산","익산","평화동","NOT_FOUND","","","","전라북도 익산시 평화동 대한민국"
"익산|익산|함라면","익산","익산","함라면","OK","36.0382615","126.9037603","함라면, 익산시, 전북특별자치도, 54502, 대한민국","함라면 익산시"
"익산|익산|함열읍","익산","익산","함열읍","NOT_FOUND","","","","전라북도 익산시 함열읍 대한민국"
"익산|익산|황등면","익산","익산","황등면","OK","36.0154772","126.9405857","황등면, 익산시, 전북특별자치도, 54533, 대한민국","황등면 익산시"
"전주|덕진구|금암동","전주","덕진구","금암동","NOT_FOUND","","","","전라북도 전주시 덕진구 금암동 대한민국"
"전주|덕진구|덕진동","전주","덕진구","덕진동","NOT_FOUND","","","","전라북도 전주시 덕진구 덕진동 대한민국"
"전주|덕진구|송천동","전주","덕진구","송천동","OK","35.8671684 35.8659603 35.8660888","127.1132245 127.1190816 127.1167341","송천동 롯데 1,2단지 아파트, 송천동2가, 덕진구, 전주시, 전북특별자치도, 대한민국 송천동 LG 자이, 송천동2가, 덕진구, 전주시, 전북특별자치도, 대한민국 송천동 광진라미안, 송천동2가, 덕진구, 전주시, 전북특별자치도, 대한민국","송천동 전주시 덕진구"
"전주|덕진구|여의동","전주","덕진구","여의동","OK","35.8603478","127.0739209","여의동, 덕진구, 전주시, 전북특별자치도, 54856, 대한민국","여의동 전주시 덕진구"
"전주|덕진구|우아동","전주","덕진구","우아동","NOT_FOUND","","","","전라북도 전주시 덕진구 우아동 대한민국"
"전주|덕진구|인후동","전주","덕진구","인후동","NOT_FOUND","","","","전라북도 전주시 덕진구 인후동 대한민국"
"전주|덕진구|조촌동","전주","덕진구","조촌동","NOT_FOUND","","","","전라북도 전주시 덕진구 조촌동 대한민국"
"전주|덕진구|진북동","전주","덕진구","진북동","OK","35.8283686","127.1367041","진북동, 덕진구, 전주시, 전북특별자치도, 54939, 대한민국","진북동 전주시 덕진구"
"전주|덕진구|팔복동","전주","덕진구","팔복동","NOT_FOUND","","","","전라북도 전주시 덕진구 팔복동 대한민국"
"전주|덕진구|혁신동","전주","덕진구","혁신동","NOT_FOUND","","","","전라북도 전주시 덕진구 혁신동 대한민국"
"전주|덕진구|호성동","전주","덕진구","호성동","OK","35.8636829 35.8542827","127.1496139 127.1521331","호성동 주민센터, 869, 동부대로, 우아동3가, 덕진구, 전주시, 전북특별자치도, 54903, 대한민국 호성동성당, 24, 호성로, 우아동3가, 덕진구, 전주시, 전북특별자치도, 54905, 대한민국","호성동 전주시 덕진구"
"전주|완산구|노송동","전주","완산구","노송동","NOT_FOUND","","","","전라북도 전주시 완산구 노송동 대한민국"
"전주|완산구|동서학동","전주","완산구","동서학동","NOT_FOUND","","","","전라북도 전주시 완산구 동서학동 대한민국"
"전주|완산구|삼천동","전주","완산구","삼천동","NOT_FOUND","","","","전라북도 전주시 완산구 삼천동 대한민국"
"전주|완산구|서서학동","전주","완산구","서서학동","OK","35.7966033","127.1494774","서서학동, 완산구, 전주시, 전북특별자치도, 55114, 대한민국","서서학동 전주시 완산구"
"전주|완산구|서신동","전주","완산구","서신동","OK","35.8338729 35.8314224","127.1150449 127.1166019","서신동, 완산구, 전주시, 전북특별자치도, 대한민국 서신동, 완산구, 전주시, 전북특별자치도, 54951, 대한민국","서신동 전주시 완산구"
"전주|완산구|완산동","전주","완산구","완산동","NOT_FOUND","","","","전라북도 전주시 완산구 완산동 대한민국"
"전주|완산구|중앙동","전주","완산구","중앙동","NOT_FOUND","","","","전라북도 전주시 완산구 중앙동 대한민국"
"전주|완산구|중화산동","전주","완산구","중화산동","NOT_FOUND","","","","전라북도 전주시 완산구 중화산동 대한민국"
"전주|완산구|평화동","전주","완산구","평화동","OK","35.7833009 35.7897080 35.7883014 35.7822886 35.7872625","127.1273456 127.1195288 127.1289863 127.1287911 127.1337393","평화동 광신프로그레스, 28, 평화동3가, 평화2동, 완산구, 전주시, 전북특별자치도, 55140, 대한민국 평화동 엠코타운 아파트, 평화2동, 완산구, 전주시, 전북특별자치도, 대한민국 평화동 우미아파트, 평화동2가, 평화2동, 완산구, 전주시, 전북특별자치도, 대한민국 평화동 영무예다음 아파트, 평화동3가, 평화2동, 완산구, 전주시, 전북특별자치도, 대한민국 평화동 현대아파트, 33, 평화로, 평화동2가, 평화2동, 완산구, 전주시, 전북특별자치도, 55123, 대한민국","평화동 전주시 완산구"
"전주|완산구|풍남동","전주","완산구","풍남동","NOT_FOUND","","","","전라북도 전주시 완산구 풍남동 대한민국"
"전주|완산구|효자동","전주","완산구","효자동","OK","35.8045500","127.1122589","효자동 현대 아파트, 효자3동, 완산구, 전주시, 전북특별자치도, 대한민국","효자동 전주시 완산구"
"창원|마산합포구|가포동","창원","마산합포구","가포동","OK","35.1632600","128.5749500","가포동, 마산합포구, 창원시, 경상남도, 51755, 대한민국","가포동 창원시 마산합포구"
"창원|마산합포구|교방동","창원","마산합포구","교방동","NOT_FOUND","","","","경상남도 창원시 마산합포구 교방동 대한민국"
"창원|마산합포구|구산면","창원","마산합포구","구산면","OK","35.1196949","128.5807939","구산면 행정복지센터, 554, 구산로, 마산합포구, 창원시, 경상남도, 51779, 대한민국","구산면 창원시 마산합포구"
"창원|마산합포구|문화동","창원","마산합포구","문화동","NOT_FOUND","","","","경상남도 창원시 마산합포구 문화동 대한민국"
"창원|마산합포구|반월중앙동","창원","마산합포구","반월중앙동","NOT_FOUND","","","","경상남도 창원시 마산합포구 반월중앙동 대한민국"
"창원|마산합포구|산호동","창원","마산합포구","산호동","OK","35.2171200 35.2145379","128.5835700 128.5827323","산호동, 마산합포구, 창원시, 경상남도, 51331, 대한민국 산호동, 마산합포구, 창원시, 경상남도, 대한민국","산호동 창원시 마산합포구"
"창원|마산합포구|오동동","창원","마산합포구","오동동","NOT_FOUND","","","","경상남도 창원시 마산합포구 오동동 대한민국"
"창원|마산합포구|완월동","창원","마산합포구","완월동","NOT_FOUND","","","","경상남도 창원시 마산합포구 완월동 대한민국"
"창원|마산합포구|월영동","창원","마산합포구","월영동","OK","35.1752400","128.5572000","월영동, 마산합포구, 창원시, 경상남도, 51771, 대한민국","월영동 창원시 마산합포구"
"창원|마산합포구|자산동","창원","마산합포구","자산동","NOT_FOUND","","","","경상남도 창원시 마산합포구 자산동 대한민국"
"창원|마산합포구|진동면","창원","마산합포구","진동면","NOT_FOUND","","","","경상남도 창원시 마산합포구 진동면 대한민국"
"창원|마산합포구|진북면","창원","마산합포구","진북면","NOT_FOUND","","","","경상남도 창원시 마산합포구 진북면 대한민국"
"창원|마산합포구|진전면","창원","마산합포구","진전면","NOT_FOUND","","","","경상남도 창원시 마산합포구 진전면 대한민국"
"창원|마산합포구|합포동","창원","마산합포구","합포동","NOT_FOUND","","","","경상남도 창원시 마산합포구 합포동 대한민국"
"창원|마산합포구|현동","창원","마산합포구","현동","NOT_FOUND","","","","경상남도 창원시 마산합포구 현동 대한민국"
"창원|마산회원구|구암동","창원","마산회원구","구암동","OK","35.2565600 35.2472840","128.5908000 128.5920785","구암동, 마산회원구, 창원시, 경상남도, 51203, 대한민국 구암동, 3·15대로, 구암동, 마산회원구, 창원시, 경상남도, 51209, 대한민국","구암동 창원시 마산회원구"
"창원|마산회원구|내서읍","창원","마산회원구","내서읍","NOT_FOUND","","","","경상남도 창원시 마산회원구 내서읍 대한민국"
"창원|마산회원구|봉암동","창원","마산회원구","봉암동","NOT_FOUND","","","","경상남도 창원시 마산회원구 봉암동 대한민국"
"창원|마산회원구|석전동","창원","마산회원구","석전동","NOT_FOUND","","","","경상남도 창원시 마산회원구 석전동 대한민국"
"창원|마산회원구|양덕동","창원","마산회원구","양덕동","OK","35.2239777","128.5847318","양덕동, 마산회원구, 창원시, 경상남도, 51329, 대한민국","양덕동 창원시 마산회원구"
"창원|마산회원구|합성동","창원","마산회원구","합성동","NOT_FOUND","","","","경상남도 창원시 마산회원구 합성동 대한민국"
"창원|마산회원구|회성동","창원","마산회원구","회성동","OK","35.2333500","128.5473600","회성동, 마산회원구, 창원시, 경상남도, 51299, 대한민국","회성동 창원시 마산회원구"
"창원|마산회원구|회원동","창원","마산회원구","회원동","NOT_FOUND","","","","경상남도 창원시 마산회원구 회원동 대한민국"
"창원|성산구|가음정동","창원","성산구","가음정동","NOT_FOUND","","","","경상남도 창원시 성산구 가음정동 대한민국"
"창원|성산구|반송동","창원","성산구","반송동","NOT_FOUND","","","","경상남도 창원시 성산구 반송동 대한민국"
"창원|성산구|사파동","창원","성산구","사파동","NOT_FOUND","","","","경상남도 창원시 성산구 사파동 대한민국"
"창원|성산구|상남동","창원","성산구","상남동","NOT_FOUND","","","","경상남도 창원시 성산구 상남동 대한민국"
"창원|성산구|성주동","창원","성산구","성주동","NOT_FOUND","","","","경상남도 창원시 성산구 성주동 대한민국"
"창원|성산구|용지동","창원","성산구","용지동","OK","35.2307828","128.6823156","경상남도 통일관, 용지로, 중앙동, 성산구, 창원시, 경상남도, 51444, 대한민국","경상남도 창원시 성산구 용지동 대한민국"
"창원|성산구|웅남동","창원","성산구","웅남동","NOT_FOUND","","","","경상남도 창원시 성산구 웅남동 대한민국"
"창원|성산구|중앙동","창원","성산구","중앙동","OK","35.2307828","128.6823156","경상남도 통일관, 용지로, 중앙동, 성산구, 창원시, 경상남도, 51444, 대한민국","경상남도 창원시 성산구 중앙동 대한민국"
"창원|의창구|대산면","창원","의창구","대산면","NOT_FOUND","","","","경상남도 창원시 의창구 대산면 대한민국"
"창원|의창구|동읍","창원","의창구","동읍","NOT_FOUND","","","","경상남도 창원시 의창구 동읍 대한민국"
"창원|의창구|명곡동","창원","의창구","명곡동","NOT_FOUND","","","","경상남도 창원시 의창구 명곡동 대한민국"
"창원|의창구|봉림동","창원","의창구","봉림동","NOT_FOUND","","","","경상남도 창원시 의창구 봉림동 대한민국"
"창원|의창구|북면","창원","의창구","북면","NOT_FOUND","","","","경상남도 창원시 의창구 북면 대한민국"
"창원|의창구|의창동","창원","의창구","의창동","NOT_FOUND","","","","경상남도 창원시 의창구 의창동 대한민국"
"창원|의창구|팔룡동","창원","의창구","팔룡동","NOT_FOUND","","","","경상남도 창원시 의창구 팔룡동 대한민국"
"창원|진해구|경화동","창원","진해구","경화동","OK","35.1599800","128.6907300","경화동, 진해구, 창원시, 경상남도, 51671, 대한민국","경화동 창원시 진해구"
"창원|진해구|덕산동","창원","진해구","덕산동","NOT_FOUND","","","","경상남도 창원시 진해구 덕산동 대한민국"
"창원|진해구|병암동","창원","진해구","병암동","OK","35.1549756","128.6895727","병암동 행정복지센터, 31, 경화로16번길, 경화동, 진해구, 창원시, 경상남도, 51670, 대한민국","병암동 창원시 진해구"
"창원|진해구|석동","창원","진해구","석동","NOT_FOUND","","","","경상남도 창원시 진해구 석동 대한민국"
"창원|진해구|여좌동","창원","진해구","여좌동","NOT_FOUND","","","","경상남도 창원시 진해구 여좌동 대한민국"
"창원|진해구|웅동동","창원","진해구","웅동동","NOT_FOUND","","","","경상남도 창원시 진해구 웅동동 대한민국"
"창원|진해구|웅천동","창원","진해구","웅천동","OK","35.1136741 35.1028428 35.1054998 35.1060498 35.1107385","128.7502066 128.7514407 128.7596464 128.7565838 128.7528544","웅천동, 웅천로, 서중동, 진해구, 창원시, 경상남도, 51621, 대한민국 웅천동로, 남문동, 와성마을, 진해구, 창원시, 경상남도, 51621, 대한민국 웅천동로1번길, 남문동, 와성마을, 진해구, 창원시, 경상남도, 51621, 대한민국 웅천동로, 남문동, 와성마을, 진해구, 창원시, 경상남도, 51621, 대한민국 웅천동로172번길, 남문동, 와성마을, 진해구, 창원시, 경상남도, 51621, 대한민국","웅천동 창원시 진해구"
"창원|진해구|이동","창원","진해구","이동","OK","35.1519800 35.1488214 35.1487214","128.7006000 128.6987312 128.6986112","이동, 진해구, 창원시, 경상남도, 51663, 대한민국 이동, 충장로449번길, 이동, 진해구, 창원시, 경상남도, 51663, 대한민국 이동, 충장로, 송죽동, 이동, 진해구, 창원시, 경상남도, 51666, 대한민국","이동 창원시 진해구"
"창원|진해구|자은동","창원","진해구","자은동","NOT_FOUND","","","","경상남도 창원시 진해구 자은동 대한민국"
"창원|진해구|충무동","창원","진해구","충무동","OK","35.1513661 35.1502942","128.6677288 128.6691831","충무동, 제황산동, 진해구, 창원시, 경상남도, 51694, 대한민국 충무동, 진해구, 창원시, 경상남도, 51679, 대한민국","충무동 창원시 진해구"
"창원|진해구|태백동","창원","진해구","태백동","NOT_FOUND","","","","경상남도 창원시 진해구 태백동 대한민국"
"창원|진해구|풍호동","창원","진해구","풍호동","OK","35.1337200","128.7155400","풍호동, 진해구, 창원시, 경상남도, 51654, 대한민국","풍호동 창원시 진해구"
"청주|상당구|가덕면","청주","상당구","가덕면","NOT_FOUND","","","","충청북도 청주시 상당구 가덕면 대한민국"
"청주|상당구|금천동","청주","상당구","금천동","NOT_FOUND","","","","충청북도 청주시 상당구 금천동 대한민국"
"청주|상당구|남일면","청주","상당구","남일면","NOT_FOUND","","","","충청북도 청주시 상당구 남일면 대한민국"
"청주|상당구|낭성면","청주","상당구","낭성면","NOT_FOUND","","","","충청북도 청주시 상당구 낭성면 대한민국"
"청주|상당구|문의면","청주","상당구","문의면","NOT_FOUND","","","","충청북도 청주시 상당구 문의면 대한민국"
"청주|상당구|미원면","청주","상당구","미원면","OK","36.6361294","127.6584606","미원면 행정복지센터, 2472, 단재로, 상당구, 청주시, 충청북도, 28199, 대한민국","미원면 청주시 상당구"
"청주|상당구|성안동","청주","상당구","성안동","OK","36.6316207","127.4931959","성안동 행정복지센터, 72, 대성로, 서운동, 상당구, 청주시, 충청북도, 28716, 대한민국","성안동 청주시 상당구"
"청주|상당구|영운동","청주","상당구","영운동","NOT_FOUND","","","","충청북도 청주시 상당구 영운동 대한민국"
"청주|상당구|용담.명암.산성동","청주","상당구","용담.명암.산성동","NOT_FOUND","","","","충청북도 청주시 상당구 용담.명암.산성동 대한민국"
"청주|상당구|용암동","청주","상당구","용암동","NOT_FOUND","","","","충청북도 청주시 상당구 용암동 대한민국"
"청주|상당구|중앙동","청주","상당구","중앙동","NOT_FOUND","","","","충청북도 청주시 상당구 중앙동 대한민국"
"청주|상당구|탑대성동","청주","상당구","탑대성동","NOT_FOUND","","","","충청북도 청주시 상당구 탑대성동 대한민국"
"청주|서원구|남이면","청주","서원구","남이면","NOT_FOUND","","","","충청북도 청주시 서원구 남이면 대한민국"
"청주|서원구|모충동","청주","서원구","모충동","OK","36.6251184","127.4807876","모충동, 서원구, 청주시, 충청북도, 28764, 대한민국","모충동 청주시 서원구"
"청주|서원구|분평동","청주","서원구","분평동","NOT_FOUND","","","","충청북도 청주시 서원구 분평동 대한민국"
"청주|서원구|사직동","청주","서원구","사직동","NOT_FOUND","","","","충청북도 청주시 서원구 사직동 대한민국"
"청주|서원구|사창동","청주","서원구","사창동","OK","36.6340352","127.4634162","사창동, 서원구, 청주시, 충청북도, 28647, 대한민국","사창동 청주시 서원구"
"청주|서원구|산남동","청주","서원구","산남동","OK","36.6137720","127.4681070","산남동, 서원구, 청주시, 충청북도, 28624, 대한민국","산남동 청주시 서원구"
"청주|서원구|성화.개신.죽림동","청주","서원구","성화.개신.죽림동","NOT_FOUND","","","","충청북도 청주시 서원구 성화.개신.죽림동 대한민국"
"청주|서원구|수곡동","청주","서원구","수곡동","OK","36.6176868","127.4835758","수곡동, 서원구, 청주시, 충청북도, 28694, 대한민국","수곡동 청주시 서원구"
"청주|서원구|현도면","청주","서원구","현도면","NOT_FOUND","","","","충청북도 청주시 서원구 현도면 대한민국"
