"업체명","적용지역","광역지역","상위지역","하위지역","검색문구","위도","경도","지오코딩상태","검색결과주소"
"한국미인테라피","경기","경기","성남시-수정구","태평동","대한민국 경기도 성남시 수정구 태평동","37.4464330","127.1319544","OK","태평동, 수정구, 성남시, 경기도, 13297, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","금광동","대한민국 경기도 성남시 중원구 금광동","37.4473100","127.1679700","OK","금광동, 중원구, 성남시, 경기도, 13183, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","도촌동","대한민국 경기도 성남시 중원구 도촌동","37.4146700","127.1573500","OK","도촌동, 중원구, 성남시, 경기도, 13421, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","상대원동","대한민국 경기도 성남시 중원구 상대원동","37.4421100","127.1740400","OK","상대원동, 중원구, 성남시, 경기도, 13201, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","성남동","대한민국 경기도 성남시 중원구 성남동","37.4306800","127.1335800","OK","성남동, 중원구, 성남시, 경기도, 13364, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","은행동","대한민국 경기도 성남시 중원구 은행동","37.4582980","127.1684660","OK","은행동, 중원구, 성남시, 경기도, 13154, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","중앙동","대한민국 경기도 성남시 중원구 중앙동","37.4388700","127.1525400","OK","중앙동, 중원구, 성남시, 경기도, 13255, 대한민국"
"한국미인테라피","경기","경기","성남시-중원구","하대원동","대한민국 경기도 성남시 중원구 하대원동","37.4283600","127.1443500","OK","하대원동, 중원구, 성남시, 경기도, 13387, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","곡선동","대한민국 경기도 수원시 권선구 곡선동","37.2433321","127.0333231","OK","곡선동 행정복지센터, 174, 동수원로146번길, 곡반정동, 권선구, 수원시, 경기도, 16667, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","구운동","대한민국 경기도 수원시 권선구 구운동","37.2783252","126.9742236","OK","구운동, 권선구, 수원시, 경기도, 16408, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","권선동","대한민국 경기도 수원시 권선구 권선동","37.2508559","127.0307889","OK","권선동, 권선구, 수원시, 경기도, 16558, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","금곡동","대한민국 경기도 수원시 권선구 금곡동","37.2728973","126.9521411","OK","금곡동, 권선구, 수원시, 경기도, 16397, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","서둔동","대한민국 경기도 수원시 권선구 서둔동","37.2722831","126.9869531","OK","서둔동, 권선구, 수원시, 경기도, 16617, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","세류동","대한민국 경기도 수원시 권선구 세류동","37.2571500","127.0124100","OK","세류동, 권선구, 수원시, 경기도, 16587, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","입북동","대한민국 경기도 수원시 권선구 입북동","37.2939700","126.9574685","OK","입북동, 권선구, 수원시, 경기도, 16367, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","평동","대한민국 경기도 수원시 권선구 평동","37.2548637","126.9925828","OK","평동, 권선구, 수원시, 경기도, 16645, 대한민국"
"한국미인테라피","경기","경기","수원시-권선구","호매실동","대한민국 경기도 수원시 권선구 호매실동","37.2663933","126.9571912","OK","호매실동, 권선구, 수원시, 경기도, 16400, 대한민국"
"한국미인테라피","경기","경기","수원시-영통구","광교동","대한민국 경기도 수원시 영통구 광교동","37.2842296","127.0521977","OK","수원 광교동 우체국, 8, 혜령로, 영통구, 수원시, 경기도, 16509, 대한민국"
"한국미인테라피","경기","경기","수원시-영통구","망포동","대한민국 경기도 수원시 영통구 망포동","37.2388116","127.0516653","OK","망포동, 영통구, 수원시, 경기도, 16686, 대한민국"
"한국미인테라피","경기","경기","수원시-영통구","매탄동","대한민국 경기도 수원시 영통구 매탄동","37.2661800","127.0472300","OK","매탄동, 영통구, 수원시, 경기도, 16541, 대한민국"
"한국미인테라피","경기","경기","수원시-영통구","영통동","대한민국 경기도 수원시 영통구 영통동","37.2645833","127.0775472","OK","GS25 황골주공점, 영통로, 영통동, 영통구, 수원시, 경기도, 16708, 대한민국"
"한국미인테라피","경기","경기","수원시-영통구","원천동","대한민국 경기도 수원시 영통구 원천동","37.2735544","127.0591495","OK","원천동, 영통구, 수원시, 경기도, 16515, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","송죽동","대한민국 경기도 수원시 장안구 송죽동","37.3033091","127.0008226","OK","송죽동, 장안구, 수원시, 경기도, 16303, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","연무동","대한민국 경기도 수원시 장안구 연무동","37.2925332","127.0265670","OK","연무동, 장안구, 수원시, 경기도, 16221, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","영화동","대한민국 경기도 수원시 장안구 영화동","37.2927500","127.0136100","OK","영화동, 장안구, 수원시, 경기도, 16269, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","율천동","대한민국 경기도 수원시 장안구 율천동","37.2978035","126.9715123","OK","율천동 밤밭 문화센터, 35, 서부로2106번길, 율전동, 장안구, 수원시, 경기도, 16417, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","정자동","대한민국 경기도 수원시 장안구 정자동","37.2966073","126.9928359","OK","정자동, 장안구, 수원시, 경기도, 16334, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","조원동","대한민국 경기도 수원시 장안구 조원동","37.3039794","127.0122244","OK","조원동, 장안구, 수원시, 경기도, 16283, 대한민국"
"한국미인테라피","경기","경기","수원시-장안구","파장동","대한민국 경기도 수원시 장안구 파장동","37.3093591","126.9965323","OK","파장동, 장안구, 수원시, 경기도, 16204, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","고등동","대한민국 경기도 수원시 팔달구 고등동","37.2734763","127.0031678","OK","고등동, 팔달구, 수원시, 경기도, 16447, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","매교동","대한민국 경기도 수원시 팔달구 매교동","37.2678861","127.0165984","OK","매교동, 팔달구, 수원시, 경기도, 16467, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","매산동","대한민국 경기도 수원시 팔달구 매산동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","수원시-팔달구","우만동","대한민국 경기도 수원시 팔달구 우만동","37.2843300","127.0327900","OK","우만동, 팔달구, 수원시, 경기도, 16239, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","인계동","대한민국 경기도 수원시 팔달구 인계동","37.2682080","127.0293802","OK","인계동, 팔달구, 수원시, 경기도, 16489, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","지동","대한민국 경기도 수원시 팔달구 지동","37.2821700","127.0247700","OK","지동, 팔달구, 수원시, 경기도, 16243, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","행궁동","대한민국 경기도 수원시 팔달구 행궁동","37.2840392","127.0126351","OK","행궁동 행정복지센터, 40, 신풍로23번길, 행리단길, 신풍동, 팔달구, 수원시, 경기도, 16251, 대한민국"
"한국미인테라피","경기","경기","수원시-팔달구","화서동","대한민국 경기도 수원시 팔달구 화서동","37.2811000","126.9996100","OK","화서동, 팔달구, 수원시, 경기도, 16438, 대한민국"
"한국미인테라피","경기","경기","시흥시","거북섬동","대한민국 경기도 시흥시 거북섬동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","시흥시","과림동","대한민국 경기도 시흥시 과림동","37.4316874","126.8332027","OK","과림동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","군자동","대한민국 경기도 시흥시 군자동","37.3548600","126.7803814","OK","군자동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","능곡동","대한민국 경기도 시흥시 능곡동","37.3653126","126.8100453","OK","능곡동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","대야동","대한민국 경기도 시흥시 대야동","37.4551254","126.8013314","OK","대야동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","매화동","대한민국 경기도 시흥시 매화동","37.4084185","126.8223887","OK","매화동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","목감동","대한민국 경기도 시흥시 목감동","37.3820885","126.8516086","OK","목감동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","배곧동","대한민국 경기도 시흥시 배곧동","37.3675747","126.7218267","OK","배곧동, 배곧2동, 시흥시, 경기도, 15011, 대한민국"
"한국미인테라피","경기","경기","시흥시","신천동","대한민국 경기도 시흥시 신천동","37.4396138","126.7788556","OK","신천동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","신현동","대한민국 경기도 시흥시 신현동","37.4119011","126.7732818","OK","신현동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","연성동","대한민국 경기도 시흥시 연성동","37.3881123","126.8064654","OK","연성동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","월곶동","대한민국 경기도 시흥시 월곶동","37.3840960","126.7561360","OK","월곶동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","은행동","대한민국 경기도 시흥시 은행동","37.4334715","126.8093504","OK","은행동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","장곡동","대한민국 경기도 시흥시 장곡동","37.3828263","126.7822238","OK","장곡동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","시흥시","정왕동","대한민국 경기도 시흥시 정왕동","37.3439240","126.7308801","OK","정왕동, 정왕2동, 시흥시, 경기도, 15082, 대한민국"
"한국미인테라피","경기","경기","시흥시","정왕본동","대한민국 경기도 시흥시 정왕본동","37.3571249","126.7506570","OK","정왕본동, 시흥시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","고잔동","대한민국 경기도 안산시 단원구 고잔동","37.3157805","126.8311620","OK","고잔동, 단원구, 안산시, 경기도, 15462, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","대부동","대한민국 경기도 안산시 단원구 대부동","37.1987754","126.5772581","OK","대부동, 단원구, 안산시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","백운동","대한민국 경기도 안산시 단원구 백운동","37.3281411","126.7971017","OK","백운동 행정복지센터, 31, 원선로, 원곡동, 단원구, 안산시, 경기도, 15380, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","선부동","대한민국 경기도 안산시 단원구 선부동","37.3393461","126.8100178","OK","선부동, 단원구, 안산시, 경기도, 15232, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","신길동","대한민국 경기도 안산시 단원구 신길동","37.3335204","126.7737800","OK","신길동, 단원구, 안산시, 경기도, 15400, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","와동","대한민국 경기도 안산시 단원구 와동","37.3403332","126.8259970","OK","와동, 단원구, 안산시, 경기도, 15254, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","원곡동","대한민국 경기도 안산시 단원구 원곡동","37.3304454","126.7959133","OK","원곡동, 단원구, 안산시, 경기도, 15379, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","중앙동","대한민국 경기도 안산시 단원구 중앙동","37.3237428","126.8376124","OK","중앙동 행정복지센터, 76, 예술대학로, 고잔동, 단원구, 안산시, 경기도, 15339, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","초지동","대한민국 경기도 안산시 단원구 초지동","37.3134845","126.8115434","OK","초지동, 단원구, 안산시, 경기도, 15440, 대한민국"
"한국미인테라피","경기","경기","안산시-단원구","호수동","대한민국 경기도 안산시 단원구 호수동","37.3094921","126.8313312","OK","호수동 우체국, 186, 광덕2로, 고잔동, 단원구, 안산시, 경기도, 15477, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","반월동","대한민국 경기도 안산시 상록구 반월동","37.3060928","126.9022330","OK","반월동 행정복지센터, 51, 건건로, 건건동, 삼천리, 상록구, 안산시, 경기도, 15521, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","본오동","대한민국 경기도 안산시 상록구 본오동","37.2928744","126.8668397","OK","본오동, 상록구, 안산시, 경기도, 15550, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","부곡동","대한민국 경기도 안산시 상록구 부곡동","37.3297885","126.8630566","OK","부곡동, 상록구, 안산시, 경기도, 15309, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","사동","대한민국 경기도 안산시 상록구 사동","37.2899559","126.8430878","OK","사동, 상록구, 안산시, 경기도, 15590, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","사이동","대한민국 경기도 안산시 상록구 사이동","37.2897822","126.8518634","OK","사이동 행정복지센터, 52, 감골1로, 사동, 상록구, 안산시, 경기도, 15623, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","성포동","대한민국 경기도 안산시 상록구 성포동","37.3216873","126.8495703","OK","성포동, 상록구, 안산시, 경기도, 15294, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","안산동","대한민국 경기도 안산시 상록구 안산동","37.3619063","126.8733391","OK","안산동 행정복지센터, 315, 장하로, 장하동, 상록구, 안산시, 경기도, 15204, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","월피동","대한민국 경기도 안산시 상록구 월피동","37.3339358","126.8482051","OK","월피동, 상록구, 안산시, 경기도, 15282, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","이동","대한민국 경기도 안산시 상록구 이동","37.3102303","126.8546722","OK","이동, 상록구, 안산시, 경기도, 15508, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","일동","대한민국 경기도 안산시 상록구 일동","37.3097058","126.8688060","OK","일동, 상록구, 안산시, 경기도, 15326, 대한민국"
"한국미인테라피","경기","경기","안산시-상록구","해양동","대한민국 경기도 안산시 상록구 해양동","37.2946758","126.8200206","OK","해양동 행정복지센터, 8, 해양로, 상록구, 안산시, 경기도, 15595, 대한민국"
"한국미인테라피","경기","경기","안성시","고삼면","대한민국 경기도 안성시 고삼면","37.0871000","127.2705400","OK","고삼면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","공도읍","대한민국 경기도 안성시 공도읍","36.9915000","127.1721400","OK","공도읍, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","금광면","대한민국 경기도 안성시 금광면","36.9814400","127.3327700","OK","금광면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","대덕면","대한민국 경기도 안성시 대덕면","37.0354700","127.2395800","OK","대덕면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","미양면","대한민국 경기도 안성시 미양면","36.9714600","127.2216400","OK","미양면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","보개면","대한민국 경기도 안성시 보개면","37.0452500","127.3095700","OK","보개면, 안성시, 경기도, 17509, 대한민국"
"한국미인테라피","경기","경기","안성시","삼죽면","대한민국 경기도 안성시 삼죽면","37.0679800","127.3676400","OK","삼죽면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","서운면","대한민국 경기도 안성시 서운면","36.9428185","127.2553093","OK","서운면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","안성동","대한민국 경기도 안성시 안성동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","안성시","양성면","대한민국 경기도 안성시 양성면","37.0715600","127.2148600","OK","양성면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","원곡면","대한민국 경기도 안성시 원곡면","37.0498578","127.1376566","OK","원곡면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","일죽면","대한민국 경기도 안성시 일죽면","37.0913900","127.4709100","OK","일죽면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안성시","죽산면","대한민국 경기도 안성시 죽산면","37.0677159","127.4183430","OK","죽산면, 안성시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","갈산동","대한민국 경기도 안양시 동안구 갈산동","37.3761398","126.9661539","OK","갈산동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","관양동","대한민국 경기도 안양시 동안구 관양동","37.4043622","126.9641500","OK","관양동, 관양1동, 평촌, 동안구, 안양시, 경기도, 13947, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","귀인동","대한민국 경기도 안양시 동안구 귀인동","37.3855259","126.9695096","OK","귀인동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","달안동","대한민국 경기도 안양시 동안구 달안동","37.3960996","126.9501721","OK","달안동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","범계동","대한민국 경기도 안양시 동안구 범계동","37.3897612","126.9525181","OK","범계동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","부림동","대한민국 경기도 안양시 동안구 부림동","37.3987517","126.9594554","OK","부림동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","부흥동","대한민국 경기도 안양시 동안구 부흥동","37.3936710","126.9471645","OK","부흥동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","비산동","대한민국 경기도 안양시 동안구 비산동","37.4011874","126.9428157","OK","비산동, 비산3동, 평촌, 동안구, 안양시, 경기도, 13926, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","신촌동","대한민국 경기도 안양시 동안구 신촌동","37.3817868","126.9563074","OK","신촌동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","인덕원동","대한민국 경기도 안양시 동안구 인덕원동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","안양시-동안구","평안동","대한민국 경기도 안양시 동안구 평안동","37.3903987","126.9643258","OK","평안동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","평촌동","대한민국 경기도 안양시 동안구 평촌동","37.3946757","126.9771614","OK","평촌동, 평촌, 동안구, 안양시, 경기도, 대한민국"
"한국미인테라피","경기","경기","안양시-동안구","호계동","대한민국 경기도 안양시 동안구 호계동","37.3779842","126.9543224","OK","호계동, 호계2동, 평촌, 동안구, 안양시, 경기도, 14114, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","명학동","대한민국 경기도 안양시 만안구 명학동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","안양시-만안구","박달동","대한민국 경기도 안양시 만안구 박달동","37.4022354","126.8956585","OK","박달동, 만안구, 안양시, 경기도, 14015, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","병목안동","대한민국 경기도 안양시 만안구 병목안동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","안양시-만안구","석수동","대한민국 경기도 안양시 만안구 석수동","37.4201369","126.9061259","OK","석수동, 만안구, 안양시, 경기도, 13962, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","안양동","대한민국 경기도 안양시 만안구 안양동","37.3976904","126.9225717","OK","안양동, 만안구, 안양시, 경기도, 13997, 대한민국"
"한국미인테라피","경기","경기","안양시-만안구","충훈동","대한민국 경기도 안양시 만안구 충훈동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","안양시-만안구","호현동","대한민국 경기도 안양시 만안구 호현동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","양주시","광적면","대한민국 경기도 양주시 광적면","37.8245077","126.9838784","OK","광적면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","남면","대한민국 경기도 양주시 남면","37.8979205","126.9765995","OK","남면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","백석읍","대한민국 경기도 양주시 백석읍","37.7948404","126.9855291","OK","백석읍, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","양주동","대한민국 경기도 양주시 양주동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","양주시","옥정동","대한민국 경기도 양주시 옥정동","37.8207524","127.0869850","OK","옥정동, 옥정2동, 옥정신도시, 양주시, 경기도, 11471, 대한민국"
"한국미인테라피","경기","경기","양주시","은현면","대한민국 경기도 양주시 은현면","37.8749598","127.0245042","OK","은현면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","장흥면","대한민국 경기도 양주시 장흥면","37.7177729","126.9412400","OK","장흥면, 양주시, 경기도, 대한민국"
"한국미인테라피","경기","경기","양주시","회천동","대한민국 경기도 양주시 회천동","","","NOT_FOUND",""
"한국미인테라피","경기","경기","양평군","강상면","대한민국 경기도 양평군 강상면","37.4626300","127.4702700","OK","강상면, 양평군, 경기도, 12572, 대한민국"
"한국미인테라피","경기","경기","양평군","강하면","대한민국 경기도 양평군 강하면","37.4696200","127.4056600","OK","강하면, 양평군, 경기도, 12574, 대한민국"
"한국미인테라피","경기","경기","양평군","개군면","대한민국 경기도 양평군 개군면","37.4419737","127.5455780","OK","개군면, 양평군, 경기도, 12568, 대한민국"
"한국미인테라피","경기","경기","양평군","단월면","대한민국 경기도 양평군 단월면","37.5876528","127.6363952","OK","단월면, 양평군, 경기도, 12528, 대한민국"
"한국미인테라피","경기","경기","양평군","서종면","대한민국 경기도 양평군 서종면","37.6077900","127.4094200","OK","서종면, 양평군, 경기도, 12501, 대한민국"
"한국미인테라피","경기","경기","양평군","양동면","대한민국 경기도 양평군 양동면","37.4466098","127.7392521","OK","양동면, 양평군, 경기도, 12539, 대한민국"
"한국미인테라피","경기","경기","양평군","양서면","대한민국 경기도 양평군 양서면","37.5433928","127.3231712","OK","양서면, 양평군, 경기도, 12585, 대한민국"
"한국미인테라피","경기","경기","양평군","양평읍","대한민국 경기도 양평군 양평읍","37.4868673","127.4939730","OK","양평읍, 양평군, 경기도, 12562, 대한민국"
"한국미인테라피","경기","경기","양평군","옥천면","대한민국 경기도 양평군 옥천면","37.5179878","127.4560689","OK","옥천면, 양평군, 경기도, 12507, 대한민국"
"한국미인테라피","경기","경기","양평군","용문면","대한민국 경기도 양평군 용문면","37.5022823","127.5915757","OK","용문면, 양평군, 경기도, 12515, 대한민국"
"한국미인테라피","경기","경기","양평군","지평면","대한민국 경기도 양평군 지평면","37.4476065","127.6425328","OK","지평면, 양평군, 경기도, 12541, 대한민국"
"한국미인테라피","경기","경기","양평군","청운면","대한민국 경기도 양평군 청운면","37.5522302","127.7433406","OK","청운면, 양평군, 경기도, 12530, 대한민국"
"한국미인테라피","경기","경기","여주시","가남읍","대한민국 경기도 여주시 가남읍","37.2128600","127.5772400","OK","가남읍, 여주시, 경기도, 12656, 대한민국"
"한국미인테라피","경기","경기","여주시","강천면","대한민국 경기도 여주시 강천면","37.2754700","127.7166200","OK","강천면, 여주시, 경기도, 12616, 대한민국"
"한국미인테라피","경기","경기","여주시","금사면","대한민국 경기도 여주시 금사면","37.3990700","127.5023300","OK","금사면, 여주시, 경기도, 12601, 대한민국"
"한국미인테라피","경기","경기","여주시","대신면","대한민국 경기도 여주시 대신면","37.3829300","127.5979900","OK","대신면, 여주시, 경기도, 12608, 대한민국"
"한국미인테라피","경기","경기","여주시","북내면","대한민국 경기도 여주시 북내면","37.3470100","127.6806200","OK","북내면, 여주시, 경기도, 12614, 대한민국"
"한국미인테라피","경기","경기","여주시","산북면","대한민국 경기도 여주시 산북면","37.4069039","127.4486074","OK","산북면, 여주시, 경기도, 12603, 대한민국"
"한국미인테라피","경기","경기","여주시","세종대왕면","대한민국 경기도 여주시 세종대왕면","37.2907700","127.5734000","OK","세종대왕면, 여주시, 경기도, 12641, 대한민국"
"한국미인테라피","경기","경기","여주시","여흥동","대한민국 경기도 여주시 여흥동","37.2950808","127.6398834","OK","여흥동 행정복지센터, 148, 여흥로, 상동, 여주시, 경기도, 12628, 대한민국"
"한국미인테라피","경기","경기","여주시","오학동","대한민국 경기도 여주시 오학동","37.3109191","127.6455998","OK","오학동, 현암3리, 여주시, 경기도, 12637, 대한민국"
"한국미인테라피","경기","경기","여주시","점동면","대한민국 경기도 여주시 점동면","37.1912700","127.6815200","OK","점동면, 여주시, 경기도, 12666, 대한민국"
"한국미인테라피","경기","경기","여주시","중앙동","대한민국 경기도 여주시 중앙동","37.2986860","127.6289512","OK","중앙동 행정복지센터, 26, 여흥로11번길, 하동, 여주시, 경기도, 12623, 대한민국"
"한국미인테라피","경기","경기","여주시","흥천면","대한민국 경기도 여주시 흥천면","37.3465800","127.5314200","OK","흥천면, 여주시, 경기도, 12607, 대한민국"
"한국미인테라피","경기","경기","연천군","군남면","대한민국 경기도 연천군 군남면","38.0727312","127.0362672","OK","군남면, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","미산면","대한민국 경기도 연천군 미산면","38.0341500","126.9781600","OK","미산면, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","백학면","대한민국 경기도 연천군 백학면","38.0246253","126.8987729","OK","백학면, 연천군, 경기도, 11048, 대한민국"
"한국미인테라피","경기","경기","연천군","신서면","대한민국 경기도 연천군 신서면","38.1955620","127.1022950","OK","신서면, 연천군, 경기도, 11000, 대한민국"
"한국미인테라피","경기","경기","연천군","연천읍","대한민국 경기도 연천군 연천읍","38.1039198","127.0756497","OK","연천읍, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","왕징면","대한민국 경기도 연천군 왕징면","38.0958056","126.9337624","OK","왕징면, 연천군, 경기도, 11044, 대한민국"
"한국미인테라피","경기","경기","연천군","장남면","대한민국 경기도 연천군 장남면","37.9910400","126.8469600","OK","장남면, 연천군, 경기도, 11050, 대한민국"
"한국미인테라피","경기","경기","연천군","전곡읍","대한민국 경기도 연천군 전곡읍","37.9950067","127.0374364","OK","전곡읍, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","연천군","중면","대한민국 경기도 연천군 중면","38.1588167","127.0174264","OK","중면, 연천군, 경기도, 11004, 대한민국"
"한국미인테라피","경기","경기","연천군","청산면","대한민국 경기도 연천군 청산면","38.0148200","127.1058100","OK","청산면, 연천군, 경기도, 대한민국"
"한국미인테라피","경기","경기","오산시","남촌동","대한민국 경기도 오산시 남촌동","37.1545903","127.0634894","OK","남촌동 행정복지센터, 55-5, 청학로, 청학동, 오산시, 경기도, 18119, 대한민국"
"한국미인테라피","경기","경기","오산시","대원동","대한민국 경기도 오산시 대원동","37.1386110","127.0717379","OK","대원동 행정복지센터, 28, 오산로132번길, 갈곶동, 오산시, 경기도, 18143, 대한민국"
"한국미인테라피","경기","경기","오산시","세마동","대한민국 경기도 오산시 세마동","37.1883126","127.0408128","OK","세마동 행정복지센터, 419, 독산성로, 세교동, 오산시, 경기도, 18105, 대한민국"
"한국미인테라피","경기","경기","오산시","신장동","대한민국 경기도 오산시 신장동","37.1766365","127.0545602","OK","신장동 행정복지센터, 45, 수청로, 내삼미동, 오산시, 경기도, 18108, 대한민국"
"한국미인테라피","경기","경기","오산시","중앙동","대한민국 경기도 오산시 중앙동","37.1523481","127.0731353","OK","중앙동 행정복지센터, 307, 경기대로, 은계동, 오산시, 경기도, 18135, 대한민국"
"한국미인테라피","경기","경기","오산시","초평동","대한민국 경기도 오산시 초평동","37.1400664","127.0440104","OK","초평동 행정복지센터, 77, 초평중앙로, 탑동, 오산시, 경기도, 18127, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","구갈동","대한민국 경기도 용인시 기흥구 구갈동","37.2748500","127.1225900","OK","구갈동, 기흥구, 용인시, 경기도, 17066, 대한민국"
"한국미인테라피","경기","경기","용인시-기흥구","구성동","대한민국 경기도 용인시 기흥구 구성동","37.2967589","127.1190441","OK","구성동 행정복지센터, 17, 구성로77번길, 마북동, 기흥구, 용인시, 경기도, 16917, 대한민국"
