"업체명","적용지역","광역지역","상위지역","하위지역"
"한국미인테라피","서울","서울","노원구","공릉동"
"한국미인테라피","서울","서울","노원구","상계동"
"한국미인테라피","서울","서울","노원구","월계동"
"한국미인테라피","서울","서울","노원구","중계동"
"한국미인테라피","서울","서울","노원구","중계본동"
"한국미인테라피","서울","서울","노원구","하계동"
"한국미인테라피","서울","서울","도봉구","도봉동"
"한국미인테라피","서울","서울","도봉구","방학동"
"한국미인테라피","서울","서울","도봉구","쌍문동"
"한국미인테라피","서울","서울","도봉구","창동"
"한국미인테라피","서울","서울","동대문구","답십리동"
"한국미인테라피","서울","서울","동대문구","신설동"
"한국미인테라피","서울","서울","동대문구","용두동"
"한국미인테라피","서울","서울","동대문구","이문동"
"한국미인테라피","서울","서울","동대문구","장안동"
"한국미인테라피","서울","서울","동대문구","전농동"
"한국미인테라피","서울","서울","동대문구","제기동"
"한국미인테라피","서울","서울","동대문구","청량리동"
"한국미인테라피","서울","서울","동대문구","회기동"
"한국미인테라피","서울","서울","동대문구","휘경동"
"한국미인테라피","서울","서울","동작구","노량진동"
"한국미인테라피","서울","서울","동작구","대방동"
"한국미인테라피","서울","서울","동작구","사당동"
"한국미인테라피","서울","서울","동작구","상도동"
"한국미인테라피","서울","서울","동작구","신대방동"
"한국미인테라피","서울","서울","동작구","흑석동"
"한국미인테라피","서울","서울","마포구","공덕동"
"한국미인테라피","서울","서울","마포구","대흥동"
"한국미인테라피","서울","서울","마포구","도화동"
"한국미인테라피","서울","서울","마포구","망원동"
"한국미인테라피","서울","서울","마포구","상암동"
"한국미인테라피","서울","서울","마포구","서강동"
"한국미인테라피","서울","서울","마포구","서교동"
"한국미인테라피","서울","서울","마포구","성산동"
"한국미인테라피","서울","서울","마포구","신수동"
"한국미인테라피","서울","서울","마포구","아현동"
"한국미인테라피","서울","서울","마포구","연남동"
"한국미인테라피","서울","서울","마포구","염리동"
"한국미인테라피","서울","서울","마포구","용강동"
"한국미인테라피","서울","서울","마포구","합정동"
"한국미인테라피","서울","서울","서대문구","남가좌동"
"한국미인테라피","서울","서울","서대문구","북가좌동"
"한국미인테라피","서울","서울","서대문구","북아현동"
"한국미인테라피","서울","서울","서대문구","신촌동"
"한국미인테라피","서울","서울","서대문구","연희동"
"한국미인테라피","서울","서울","서대문구","천연동"
"한국미인테라피","서울","서울","서대문구","충현동"
"한국미인테라피","서울","서울","서대문구","홍은동"
"한국미인테라피","서울","서울","서대문구","홍제동"
"한국미인테라피","서울","서울","서초구","내곡동"
"한국미인테라피","서울","서울","서초구","반포동"
"한국미인테라피","서울","서울","서초구","반포본동"
"한국미인테라피","서울","서울","서초구","방배동"
"한국미인테라피","서울","서울","서초구","방배본동"
"한국미인테라피","서울","서울","서초구","서초동"
"한국미인테라피","서울","서울","서초구","양재동"
"한국미인테라피","서울","서울","서초구","잠원동"
"한국미인테라피","서울","서울","성동구","3가동"
"한국미인테라피","서울","서울","성동구","금호1가동"
"한국미인테라피","서울","서울","성동구","금호4가동"
"한국미인테라피","서울","서울","성동구","마장동"
"한국미인테라피","서울","서울","성동구","사근동"
"한국미인테라피","서울","서울","성동구","성수1가제1동"
"한국미인테라피","서울","서울","성동구","성수1가제2동"
"한국미인테라피","서울","서울","성동구","성수2가제1동"
"한국미인테라피","서울","서울","성동구","성수2가제3동"
"한국미인테라피","서울","서울","성동구","송정동"
"한국미인테라피","서울","서울","성동구","옥수동"
"한국미인테라피","서울","서울","성동구","왕십리도선동"
"한국미인테라피","서울","서울","성동구","왕십리동"
"한국미인테라피","서울","서울","성동구","용답동"
"한국미인테라피","서울","서울","성동구","응봉동"
"한국미인테라피","서울","서울","성동구","행당동"
"한국미인테라피","서울","서울","성북구","길음동"
"한국미인테라피","서울","서울","성북구","돈암동"
"한국미인테라피","서울","서울","성북구","동선동"
"한국미인테라피","서울","서울","성북구","보문동"
"한국미인테라피","서울","서울","성북구","삼선동"
"한국미인테라피","서울","서울","성북구","석관동"
"한국미인테라피","서울","서울","성북구","성북동"
"한국미인테라피","서울","서울","성북구","안암동"
"한국미인테라피","서울","서울","성북구","월곡동"
"한국미인테라피","서울","서울","성북구","장위동"
"한국미인테라피","서울","서울","성북구","정릉동"
"한국미인테라피","서울","서울","성북구","종암동"
"한국미인테라피","서울","서울","송파구","가락동"
"한국미인테라피","서울","서울","송파구","가락본동"
"한국미인테라피","서울","서울","송파구","거여동"
"한국미인테라피","서울","서울","송파구","마천동"
"한국미인테라피","서울","서울","송파구","문정동"
"한국미인테라피","서울","서울","송파구","방이동"
"한국미인테라피","서울","서울","송파구","삼전동"
"한국미인테라피","서울","서울","송파구","석촌동"
"한국미인테라피","서울","서울","송파구","송파동"
"한국미인테라피","서울","서울","송파구","오금동"
"한국미인테라피","서울","서울","송파구","오륜동"
"한국미인테라피","서울","서울","송파구","위례동"
"한국미인테라피","서울","서울","송파구","잠실동"
"한국미인테라피","서울","서울","송파구","잠실본동"
"한국미인테라피","서울","서울","송파구","장지동"
"한국미인테라피","서울","서울","송파구","풍납동"
"한국미인테라피","서울","서울","양천구","목동"
"한국미인테라피","서울","서울","양천구","신월동"
"한국미인테라피","서울","서울","양천구","신정동"
"한국미인테라피","서울","서울","영등포구","당산동"
"한국미인테라피","서울","서울","영등포구","대림동"
"한국미인테라피","서울","서울","영등포구","도림동"
"한국미인테라피","서울","서울","영등포구","문래동"
"한국미인테라피","서울","서울","영등포구","신길동"
"한국미인테라피","서울","서울","영등포구","양평동"
"한국미인테라피","서울","서울","영등포구","여의동"
"한국미인테라피","서울","서울","영등포구","영등포동"
"한국미인테라피","서울","서울","영등포구","영등포본동"
"한국미인테라피","서울","서울","용산구","남영동"
"한국미인테라피","서울","서울","용산구","보광동"
"한국미인테라피","서울","서울","용산구","서빙고동"
"한국미인테라피","서울","서울","용산구","용문동"
"한국미인테라피","서울","서울","용산구","용산2가동"
"한국미인테라피","서울","서울","용산구","원효로동"
"한국미인테라피","서울","서울","용산구","이촌동"
"한국미인테라피","서울","서울","용산구","이태원동"
"한국미인테라피","서울","서울","용산구","청파동"
"한국미인테라피","서울","서울","용산구","한강로동"
"한국미인테라피","서울","서울","용산구","한남동"
"한국미인테라피","서울","서울","용산구","효창동"
"한국미인테라피","서울","서울","용산구","후암동"
"한국미인테라피","서울","서울","은평구","갈현동"
"한국미인테라피","서울","서울","은평구","구산동"
"한국미인테라피","서울","서울","은평구","녹번동"
"한국미인테라피","서울","서울","은평구","대조동"
"한국미인테라피","서울","서울","은평구","불광동"
"한국미인테라피","서울","서울","은평구","수색동"
"한국미인테라피","서울","서울","은평구","신사동"
"한국미인테라피","서울","서울","은평구","역촌동"
"한국미인테라피","서울","서울","은평구","응암동"
"한국미인테라피","서울","서울","은평구","증산동"
"한국미인테라피","서울","서울","은평구","진관동"
"한국미인테라피","서울","서울","종로구","4가동"
"한국미인테라피","서울","서울","종로구","6가동"
"한국미인테라피","서울","서울","종로구","가회동"
"한국미인테라피","서울","서울","종로구","교남동"
"한국미인테라피","서울","서울","종로구","무악동"
"한국미인테라피","서울","서울","종로구","부암동"
"한국미인테라피","서울","서울","종로구","사직동"
"한국미인테라피","서울","서울","종로구","삼청동"
"한국미인테라피","서울","서울","종로구","숭인동"
"한국미인테라피","서울","서울","종로구","이화동"
"한국미인테라피","서울","서울","종로구","창신동"
"한국미인테라피","서울","서울","종로구","청운효자동"
"한국미인테라피","서울","서울","종로구","평창동"
"한국미인테라피","서울","서울","종로구","혜화동"
"한국미인테라피","서울","서울","중구","광희동"
"한국미인테라피","서울","서울","중구","다산동"
"한국미인테라피","서울","서울","중구","동화동"
"한국미인테라피","서울","서울","중구","명동"
"한국미인테라피","서울","서울","중구","소공동"
"한국미인테라피","서울","서울","중구","신당동"
"한국미인테라피","서울","서울","중구","약수동"
"한국미인테라피","서울","서울","중구","을지로동"
"한국미인테라피","서울","서울","중구","장충동"
"한국미인테라피","서울","서울","중구","중림동"
"한국미인테라피","서울","서울","중구","청구동"
"한국미인테라피","서울","서울","중구","필동"
"한국미인테라피","서울","서울","중구","황학동"
"한국미인테라피","서울","서울","중구","회현동"
"한국미인테라피","서울","서울","중랑구","8동"
"한국미인테라피","서울","서울","중랑구","망우동"
"한국미인테라피","서울","서울","중랑구","망우본동"
"한국미인테라피","서울","서울","중랑구","면목동"
"한국미인테라피","서울","서울","중랑구","면목본동"
"한국미인테라피","서울","서울","중랑구","묵동"
"한국미인테라피","서울","서울","중랑구","상봉동"
"한국미인테라피","서울","서울","중랑구","신내동"
"한국미인테라피","서울","서울","중랑구","중화동"
"한국미인테라피","인천","인천","강화군","강화읍"
"한국미인테라피","인천","인천","강화군","교동면"
"한국미인테라피","인천","인천","강화군","길상면"
"한국미인테라피","인천","인천","강화군","내가면"
"한국미인테라피","인천","인천","강화군","불은면"
"한국미인테라피","인천","인천","강화군","삼산면"
"한국미인테라피","인천","인천","강화군","서도면"
"한국미인테라피","인천","인천","강화군","선원면"
"한국미인테라피","인천","인천","강화군","송해면"
"한국미인테라피","인천","인천","강화군","양도면"
"한국미인테라피","인천","인천","강화군","양사면"
"한국미인테라피","인천","인천","강화군","하점면"
"한국미인테라피","인천","인천","강화군","화도면"
"한국미인테라피","인천","인천","검단구","검단동"
"한국미인테라피","인천","인천","검단구","당하동"
"한국미인테라피","인천","인천","검단구","마전동"
"한국미인테라피","인천","인천","검단구","불로대곡동"
"한국미인테라피","인천","인천","검단구","아라동"
"한국미인테라피","인천","인천","검단구","오류왕길동"
"한국미인테라피","인천","인천","검단구","원당동"
"한국미인테라피","인천","인천","계양구","계산동"
"한국미인테라피","인천","인천","계양구","계양동"
"한국미인테라피","인천","인천","계양구","작전동"
"한국미인테라피","인천","인천","계양구","작전서운동"
"한국미인테라피","인천","인천","계양구","효성동"
"한국미인테라피","인천","인천","남동구","간석동"
"한국미인테라피","인천","인천","남동구","구월동"
"한국미인테라피","인천","인천","남동구","남촌도림동"
"한국미인테라피","인천","인천","남동구","논현고잔동"
"한국미인테라피","인천","인천","남동구","논현동"
"한국미인테라피","인천","인천","남동구","만수동"
"한국미인테라피","인천","인천","남동구","서창동"
"한국미인테라피","인천","인천","남동구","장수서창동"
"한국미인테라피","인천","인천","미추홀구","3동"
"한국미인테라피","인천","인천","미추홀구","4동"
"한국미인테라피","인천","인천","미추홀구","관교동"
"한국미인테라피","인천","인천","미추홀구","도화동"
"한국미인테라피","인천","인천","미추홀구","문학동"
"한국미인테라피","인천","인천","미추홀구","숭의동"
"한국미인테라피","인천","인천","미추홀구","용현동"
"한국미인테라피","인천","인천","미추홀구","주안동"
"한국미인테라피","인천","인천","미추홀구","학익동"
"한국미인테라피","인천","인천","부평구","갈산동"
"한국미인테라피","인천","인천","부평구","부개동"
"한국미인테라피","인천","인천","부평구","부평동"
"한국미인테라피","인천","인천","부평구","산곡동"
"한국미인테라피","인천","인천","부평구","삼산동"
"한국미인테라피","인천","인천","부평구","십정동"
"한국미인테라피","인천","인천","부평구","일신동"
"한국미인테라피","인천","인천","부평구","청천동"
"한국미인테라피","인천","인천","서해구","가정동"
"한국미인테라피","인천","인천","서해구","가좌동"
"한국미인테라피","인천","인천","서해구","검암경서동"
"한국미인테라피","인천","인천","서해구","석남동"
"한국미인테라피","인천","인천","서해구","신현원창동"
"한국미인테라피","인천","인천","서해구","연희동"
"한국미인테라피","인천","인천","서해구","청라동"
"한국미인테라피","인천","인천","연수구","동춘동"
"한국미인테라피","인천","인천","연수구","선학동"
"한국미인테라피","인천","인천","연수구","송도동"
"한국미인테라피","인천","인천","연수구","연수동"
"한국미인테라피","인천","인천","연수구","옥련동"
"한국미인테라피","인천","인천","연수구","청학동"
"한국미인테라피","인천","인천","영종구","영종동"
"한국미인테라피","인천","인천","영종구","용유동"
"한국미인테라피","인천","인천","영종구","운서동"
"한국미인테라피","인천","인천","옹진군","대청면"
"한국미인테라피","인천","인천","옹진군","덕적면"
"한국미인테라피","인천","인천","옹진군","백령면"
"한국미인테라피","인천","인천","옹진군","북도면"
"한국미인테라피","인천","인천","옹진군","연평면"
"한국미인테라피","인천","인천","옹진군","영흥면"
"한국미인테라피","인천","인천","옹진군","자월면"
"한국미인테라피","인천","인천","제물포구","2동"
"한국미인테라피","인천","인천","제물포구","개항동"
"한국미인테라피","인천","인천","제물포구","금창동"
"한국미인테라피","인천","인천","제물포구","도원동"
"한국미인테라피","인천","인천","제물포구","동인천동"
"한국미인테라피","인천","인천","제물포구","만석동"
"한국미인테라피","인천","인천","제물포구","송림동"
"한국미인테라피","인천","인천","제물포구","송현동"
"한국미인테라피","인천","인천","제물포구","신포동"
"한국미인테라피","인천","인천","제물포구","신흥동"
"한국미인테라피","인천","인천","제물포구","연안동"
"한국미인테라피","인천","인천","제물포구","율목동"
"한국미인테라피","인천","인천","제물포구","화수동"
"한국미인테라피","인천","인천","제물포구","화평동"
"한국미인테라피","아산","충남","아산","도고면"
"한국미인테라피","아산","충남","아산","둔포면"
"한국미인테라피","아산","충남","아산","배방읍"
"한국미인테라피","아산","충남","아산","선장면"
"한국미인테라피","아산","충남","아산","송악면"
"한국미인테라피","아산","충남","아산","신창면"
"한국미인테라피","아산","충남","아산","염치읍"
"한국미인테라피","아산","충남","아산","영인면"
"한국미인테라피","아산","충남","아산","온양동"
"한국미인테라피","아산","충남","아산","음봉면"
"한국미인테라피","아산","충남","아산","인주면"
"한국미인테라피","아산","충남","아산","탕정면"
"한국미인테라피","천안","충남","천안","광덕면"
"한국미인테라피","천안","충남","천안","동면"
"한국미인테라피","천안","충남","천안","목천읍"
"한국미인테라피","천안","충남","천안","문성동"
"한국미인테라피","천안","충남","천안","백석동"
"한국미인테라피","천안","충남","천안","병천면"
"한국미인테라피","천안","충남","천안","봉명동"
"한국미인테라피","천안","충남","천안","부성동"
"한국미인테라피","천안","충남","천안","북면"
"한국미인테라피","천안","충남","천안","불당동"
"한국미인테라피","천안","충남","천안","성거읍"
"한국미인테라피","천안","충남","천안","성남면"
"한국미인테라피","천안","충남","천안","성정동"
"한국미인테라피","천안","충남","천안","성환읍"
"한국미인테라피","천안","충남","천안","수신면"
"한국미인테라피","천안","충남","천안","신방동"
"한국미인테라피","천안","충남","천안","신안동"
"한국미인테라피","천안","충남","천안","쌍용동"
"한국미인테라피","천안","충남","천안","원성동"
"한국미인테라피","천안","충남","천안","일봉동"
"한국미인테라피","천안","충남","천안","입장면"
"한국미인테라피","천안","충남","천안","중앙동"
"한국미인테라피","천안","충남","천안","직산읍"
"한국미인테라피","천안","충남","천안","청룡동"
"한국미인테라피","천안","충남","천안","풍세면"
